path,label,fold
data/train/train\2\43626.png,2,1
data/train/train\2\43627.png,2,1
data/train/train\2\43628.png,2,1
data/train/train\2\43629.png,2,4
data/train/train\2\43630.png,2,3
data/train/train\2\43631.png,2,3
data/train/train\2\43633.png,2,0
data/train/train\2\43635.png,2,2
data/train/train\2\43636.png,2,2
data/train/train\2\43637.png,2,3
data/train/train\2\43638.png,2,3
data/train/train\2\43639.png,2,1
data/train/train\2\43640.png,2,0
data/train/train\2\43641.png,2,4
data/train/train\2\43643.png,2,1
data/train/train\2\44587.png,2,2
data/train/train\2\44588.png,2,0
data/train/train\2\44589.png,2,2
data/train/train\2\44590.png,2,4
data/train/train\2\44591.png,2,2
data/train/train\2\44592.png,2,2
data/train/train\2\44594.png,2,0
data/train/train\2\44595.png,2,4
data/train/train\2\44598.png,2,1
data/train/train\2\44599.png,2,0
data/train/train\2\44601.png,2,0
data/train/train\2\44602.png,2,2
data/train/train\2\44603.png,2,1
data/train/train\2\44604.png,2,4
data/train/train\2\44605.png,2,0
data/train/train\2\44606.png,2,4
data/train/train\2\44607.png,2,1
data/train/train\2\44608.png,2,0
data/train/train\2\44609.png,2,3
data/train/train\2\44610.png,2,4
data/train/train\2\44612.png,2,0
data/train/train\2\44613.png,2,0
data/train/train\2\44614.png,2,1
data/train/train\2\44616.png,2,0
data/train/train\2\44617.png,2,0
data/train/train\2\44618.png,2,0
data/train/train\2\44620.png,2,0
data/train/train\2\44621.png,2,0
data/train/train\2\44622.png,2,4
data/train/train\2\44623.png,2,0
data/train/train\2\44625.png,2,1
data/train/train\2\44627.png,2,4
data/train/train\2\44628.png,2,0
data/train/train\2\44629.png,2,1
data/train/train\2\44631.png,2,0
data/train/train\2\44633.png,2,0
data/train/train\2\44634.png,2,2
data/train/train\2\44636.png,2,2
data/train/train\2\44639.png,2,0
data/train/train\2\44640.png,2,1
data/train/train\2\44642.png,2,2
data/train/train\2\44645.png,2,2
data/train/train\2\44646.png,2,2
data/train/train\2\44648.png,2,4
data/train/train\2\44649.png,2,0
data/train/train\2\44651.png,2,1
data/train/train\2\44653.png,2,2
data/train/train\2\44654.png,2,1
data/train/train\2\44655.png,2,2
data/train/train\2\44656.png,2,3
data/train/train\2\44659.png,2,1
data/train/train\2\44660.png,2,4
data/train/train\2\44661.png,2,1
data/train/train\2\44662.png,2,2
data/train/train\2\4885.png,2,2
data/train/train\2\4886.png,2,2
data/train/train\2\4888.png,2,3
data/train/train\2\4889.png,2,3
data/train/train\2\4890.png,2,3
data/train/train\2\4891.png,2,2
data/train/train\2\4892.png,2,2
data/train/train\2\4893.png,2,1
data/train/train\2\4894.png,2,1
data/train/train\2\4896.png,2,4
data/train/train\2\4897.png,2,3
data/train/train\2\4898.png,2,2
data/train/train\2\4899.png,2,1
data/train/train\2\4900.png,2,4
data/train/train\2\4901.png,2,3
data/train/train\2\4902.png,2,3
data/train/train\2\4903.png,2,1
data/train/train\2\4904.png,2,0
data/train/train\2\4905.png,2,4
data/train/train\2\4906.png,2,4
data/train/train\2\4907.png,2,0
data/train/train\2\4908.png,2,1
data/train/train\2\4910.png,2,1
data/train/train\2\4911.png,2,2
data/train/train\2\4912.png,2,2
data/train/train\2\4914.png,2,1
data/train/train\2\4915.png,2,0
data/train/train\2\4917.png,2,1
data/train/train\2\4918.png,2,2
data/train/train\2\4919.png,2,1
data/train/train\2\4920.png,2,4
data/train/train\2\4922.png,2,0
data/train/train\2\4923.png,2,0
data/train/train\2\4924.png,2,0
data/train/train\2\4925.png,2,0
data/train/train\2\4926.png,2,0
data/train/train\2\4927.png,2,4
data/train/train\2\4928.png,2,0
data/train/train\2\4929.png,2,2
data/train/train\2\4930.png,2,1
data/train/train\2\4931.png,2,4
data/train/train\2\4932.png,2,1
data/train/train\2\4934.png,2,0
data/train/train\2\4935.png,2,3
data/train/train\2\4936.png,2,4
data/train/train\2\4937.png,2,4
data/train/train\2\4938.png,2,0
data/train/train\2\4939.png,2,2
data/train/train\2\4940.png,2,3
data/train/train\2\4941.png,2,0
data/train/train\2\4942.png,2,3
data/train/train\2\4943.png,2,3
data/train/train\2\49437.png,2,3
data/train/train\2\49438.png,2,3
data/train/train\2\49439.png,2,0
data/train/train\2\4944.png,2,1
data/train/train\2\49440.png,2,4
data/train/train\2\49441.png,2,3
data/train/train\2\49442.png,2,2
data/train/train\2\49443.png,2,2
data/train/train\2\49444.png,2,1
data/train/train\2\49445.png,2,3
data/train/train\2\49446.png,2,3
data/train/train\2\49447.png,2,3
data/train/train\2\49448.png,2,2
data/train/train\2\49449.png,2,4
data/train/train\2\4945.png,2,0
data/train/train\2\49450.png,2,1
data/train/train\2\49451.png,2,3
data/train/train\2\49452.png,2,3
data/train/train\2\49453.png,2,1
data/train/train\2\49454.png,2,2
data/train/train\2\49455.png,2,4
data/train/train\2\49456.png,2,2
data/train/train\2\49457.png,2,1
data/train/train\2\49458.png,2,2
data/train/train\2\49459.png,2,4
data/train/train\2\4946.png,2,3
data/train/train\2\49460.png,2,0
data/train/train\2\49462.png,2,3
data/train/train\2\49463.png,2,2
data/train/train\2\49465.png,2,1
data/train/train\2\49466.png,2,0
data/train/train\2\49467.png,2,0
data/train/train\2\49468.png,2,4
data/train/train\2\49469.png,2,3
data/train/train\2\4947.png,2,1
data/train/train\2\49470.png,2,4
data/train/train\2\49471.png,2,4
data/train/train\2\49472.png,2,3
data/train/train\2\49473.png,2,2
data/train/train\2\49474.png,2,0
data/train/train\2\49475.png,2,0
data/train/train\2\49477.png,2,0
data/train/train\2\49478.png,2,1
data/train/train\2\4948.png,2,0
data/train/train\2\49481.png,2,4
data/train/train\2\49482.png,2,2
data/train/train\2\49483.png,2,3
data/train/train\2\49484.png,2,4
data/train/train\2\49485.png,2,4
data/train/train\2\49486.png,2,3
data/train/train\2\49487.png,2,2
data/train/train\2\49488.png,2,1
data/train/train\2\49489.png,2,4
data/train/train\2\4949.png,2,0
data/train/train\2\49490.png,2,2
data/train/train\2\49491.png,2,0
data/train/train\2\49492.png,2,2
data/train/train\2\49494.png,2,4
data/train/train\2\49495.png,2,3
data/train/train\2\49496.png,2,2
data/train/train\2\49497.png,2,1
data/train/train\2\49498.png,2,0
data/train/train\2\49499.png,2,4
data/train/train\2\4950.png,2,2
data/train/train\2\49500.png,2,0
data/train/train\2\49501.png,2,3
data/train/train\2\49503.png,2,4
data/train/train\2\49504.png,2,4
data/train/train\2\49505.png,2,3
data/train/train\2\49506.png,2,1
data/train/train\2\49507.png,2,1
data/train/train\2\49508.png,2,3
data/train/train\2\49509.png,2,2
data/train/train\2\4951.png,2,2
data/train/train\2\49510.png,2,2
data/train/train\2\49511.png,2,0
data/train/train\2\49512.png,2,2
data/train/train\2\49513.png,2,4
data/train/train\2\49514.png,2,0
data/train/train\2\49515.png,2,4
data/train/train\2\49516.png,2,2
data/train/train\2\49517.png,2,1
data/train/train\2\49518.png,2,1
data/train/train\2\49519.png,2,1
data/train/train\2\4952.png,2,2
data/train/train\2\49520.png,2,0
data/train/train\2\49522.png,2,0
data/train/train\2\49523.png,2,3
data/train/train\2\49524.png,2,0
data/train/train\2\49525.png,2,4
data/train/train\2\49526.png,2,3
data/train/train\2\49527.png,2,2
data/train/train\2\49528.png,2,0
data/train/train\2\49529.png,2,4
data/train/train\2\4953.png,2,1
data/train/train\2\49530.png,2,4
data/train/train\2\49531.png,2,4
data/train/train\2\49532.png,2,0
data/train/train\2\49533.png,2,1
data/train/train\2\49534.png,2,2
data/train/train\2\49536.png,2,1
data/train/train\2\49538.png,2,1
data/train/train\2\4954.png,2,0
data/train/train\2\49540.png,2,2
data/train/train\2\49541.png,2,1
data/train/train\2\49543.png,2,0
data/train/train\2\4955.png,2,2
data/train/train\2\4956.png,2,4
data/train/train\2\4957.png,2,1
data/train/train\2\4958.png,2,0
data/train/train\2\4959.png,2,2
data/train/train\2\4960.png,2,2
data/train/train\2\4962.png,2,2
data/train/train\2\4963.png,2,1
data/train/train\2\4964.png,2,1
data/train/train\2\4965.png,2,1
data/train/train\2\4966.png,2,4
data/train/train\2\4967.png,2,3
data/train/train\2\4968.png,2,2
data/train/train\2\4969.png,2,3
data/train/train\2\4970.png,2,4
data/train/train\2\4972.png,2,1
data/train/train\2\4973.png,2,1
data/train/train\2\4975.png,2,3
data/train/train\2\4976.png,2,4
data/train/train\2\4977.png,2,0
data/train/train\2\4978.png,2,1
data/train/train\2\4979.png,2,1
data/train/train\2\4980.png,2,4
data/train/train\2\4981.png,2,1
data/train/train\2\4982.png,2,2
data/train/train\2\4983.png,2,3
data/train/train\2\4985.png,2,3
data/train/train\2\4987.png,2,2
data/train/train\2\4988.png,2,0
data/train/train\2\4989.png,2,2
data/train/train\2\4990.png,2,0
data/train/train\2\4991.png,2,3
data/train/train\2\4994.png,2,2
data/train/train\2\4995.png,2,3
data/train/train\2\4996.png,2,4
data/train/train\2\4998.png,2,0
data/train/train\2\4999.png,2,4
data/train/train\2\5000.png,2,2
data/train/train\2\5001.png,2,1
data/train/train\2\5002.png,2,0
data/train/train\2\5003.png,2,1
data/train/train\2\5005.png,2,3
data/train/train\2\5006.png,2,2
data/train/train\2\5007.png,2,3
data/train/train\2\5008.png,2,4
data/train/train\2\5009.png,2,0
data/train/train\2\5011.png,2,3
data/train/train\2\5014.png,2,1
data/train/train\2\5015.png,2,3
data/train/train\2\5016.png,2,3
data/train/train\2\5018.png,2,4
data/train/train\2\5019.png,2,0
data/train/train\2\5020.png,2,4
data/train/train\2\5021.png,2,4
data/train/train\2\5022.png,2,3
data/train/train\2\5023.png,2,2
data/train/train\2\5024.png,2,3
data/train/train\2\5025.png,2,0
data/train/train\2\5026.png,2,3
data/train/train\2\5027.png,2,0
data/train/train\2\5028.png,2,2
data/train/train\2\5029.png,2,4
data/train/train\2\5030.png,2,0
data/train/train\2\5031.png,2,2
data/train/train\2\5032.png,2,4
data/train/train\2\5033.png,2,1
data/train/train\2\5034.png,2,4
data/train/train\2\5037.png,2,0
data/train/train\2\5038.png,2,3
data/train/train\2\5039.png,2,4
data/train/train\2\5040.png,2,0
data/train/train\2\5042.png,2,3
data/train/train\2\5044.png,2,2
data/train/train\2\5045.png,2,3
data/train/train\2\5046.png,2,4
data/train/train\2\5047.png,2,4
data/train/train\2\5048.png,2,3
data/train/train\2\5049.png,2,4
data/train/train\2\5050.png,2,3
data/train/train\2\5051.png,2,0
data/train/train\2\5052.png,2,3
data/train/train\2\5053.png,2,1
data/train/train\2\5054.png,2,1
data/train/train\2\5055.png,2,4
data/train/train\2\5056.png,2,0
data/train/train\2\5058.png,2,1
data/train/train\2\5059.png,2,2
data/train/train\2\5060.png,2,1
data/train/train\2\5061.png,2,4
data/train/train\2\5062.png,2,3
data/train/train\2\5063.png,2,4
data/train/train\2\5064.png,2,4
data/train/train\2\5065.png,2,3
data/train/train\2\5066.png,2,4
data/train/train\2\5068.png,2,1
data/train/train\2\5069.png,2,2
data/train/train\2\5071.png,2,2
data/train/train\2\5072.png,2,1
data/train/train\2\5073.png,2,1
data/train/train\2\5074.png,2,2
data/train/train\2\5075.png,2,4
data/train/train\2\5076.png,2,0
data/train/train\2\5077.png,2,0
data/train/train\2\5078.png,2,0
data/train/train\2\5079.png,2,2
data/train/train\2\5080.png,2,3
data/train/train\2\5081.png,2,2
data/train/train\2\50811.png,2,2
data/train/train\2\50813.png,2,2
data/train/train\2\50814.png,2,2
data/train/train\2\50815.png,2,2
data/train/train\2\50816.png,2,1
data/train/train\2\50817.png,2,2
data/train/train\2\50818.png,2,0
data/train/train\2\50819.png,2,4
data/train/train\2\5082.png,2,0
data/train/train\2\50820.png,2,2
data/train/train\2\50822.png,2,1
data/train/train\2\50823.png,2,4
data/train/train\2\50825.png,2,2
data/train/train\2\50828.png,2,0
data/train/train\2\50829.png,2,0
data/train/train\2\5083.png,2,4
data/train/train\2\5084.png,2,0
data/train/train\2\5086.png,2,4
data/train/train\2\5087.png,2,1
data/train/train\2\5089.png,2,4
data/train/train\2\5091.png,2,0
data/train/train\2\5092.png,2,4
data/train/train\2\5093.png,2,0
data/train/train\2\5094.png,2,1
data/train/train\2\5095.png,2,3
data/train/train\2\5097.png,2,2
data/train/train\2\5098.png,2,0
data/train/train\2\5099.png,2,1
data/train/train\2\5100.png,2,0
data/train/train\2\5101.png,2,4
data/train/train\2\5103.png,2,3
data/train/train\2\5105.png,2,3
data/train/train\2\5106.png,2,4
data/train/train\2\52037.png,2,2
data/train/train\2\52038.png,2,3
data/train/train\2\52039.png,2,1
data/train/train\2\53088.png,2,3
data/train/train\2\53089.png,2,3
data/train/train\2\53090.png,2,2
data/train/train\2\53091.png,2,0
data/train/train\2\53092.png,2,1
data/train/train\2\53093.png,2,2
data/train/train\2\53094.png,2,1
data/train/train\2\53095.png,2,4
data/train/train\2\53096.png,2,4
data/train/train\2\53097.png,2,4
data/train/train\2\53098.png,2,1
data/train/train\2\53099.png,2,3
data/train/train\2\53100.png,2,2
data/train/train\2\53101.png,2,4
data/train/train\2\53102.png,2,4
data/train/train\2\53103.png,2,0
data/train/train\2\53104.png,2,2
data/train/train\2\53105.png,2,4
data/train/train\2\53106.png,2,2
data/train/train\2\53107.png,2,3
data/train/train\2\53108.png,2,0
data/train/train\2\53109.png,2,0
data/train/train\2\53111.png,2,4
data/train/train\2\53112.png,2,1
data/train/train\2\56198.png,2,3
data/train/train\2\56199.png,2,1
data/train/train\2\56200.png,2,0
data/train/train\2\56202.png,2,1
data/train/train\2\56203.png,2,2
data/train/train\2\56204.png,2,2
data/train/train\2\56205.png,2,0
data/train/train\2\56206.png,2,2
data/train/train\2\56209.png,2,1
data/train/train\2\56210.png,2,3
data/train/train\2\56211.png,2,2
data/train/train\2\56212.png,2,1
data/train/train\2\56213.png,2,1
data/train/train\2\56214.png,2,0
data/train/train\2\56215.png,2,3
data/train/train\2\56216.png,2,1
data/train/train\2\56217.png,2,1
data/train/train\2\56218.png,2,1
data/train/train\2\56219.png,2,3
data/train/train\2\56220.png,2,2
data/train/train\2\56221.png,2,2
data/train/train\2\56223.png,2,0
data/train/train\2\56224.png,2,0
data/train/train\2\56225.png,2,3
data/train/train\2\56226.png,2,1
data/train/train\2\56227.png,2,2
data/train/train\2\56228.png,2,0
data/train/train\2\56229.png,2,3
data/train/train\2\56230.png,2,3
data/train/train\2\56231.png,2,1
data/train/train\2\56232.png,2,0
data/train/train\2\56234.png,2,3
data/train/train\2\56235.png,2,1
data/train/train\2\56238.png,2,2
data/train/train\2\56239.png,2,0
data/train/train\2\56240.png,2,0
data/train/train\2\56242.png,2,2
data/train/train\2\56243.png,2,3
data/train/train\2\56245.png,2,0
data/train/train\2\56247.png,2,2
data/train/train\2\56248.png,2,1
data/train/train\2\56249.png,2,2
data/train/train\2\56250.png,2,1
data/train/train\2\56251.png,2,0
data/train/train\2\56252.png,2,1
data/train/train\2\56253.png,2,0
data/train/train\2\56254.png,2,3
data/train/train\2\56255.png,2,1
data/train/train\2\56256.png,2,3
data/train/train\2\56257.png,2,0
data/train/train\2\56258.png,2,2
data/train/train\2\56259.png,2,2
data/train/train\2\56261.png,2,0
data/train/train\2\56262.png,2,1
data/train/train\2\56263.png,2,1
data/train/train\2\56264.png,2,1
data/train/train\2\56265.png,2,3
data/train/train\2\56266.png,2,3
data/train/train\2\56269.png,2,0
data/train/train\2\56270.png,2,2
data/train/train\2\56272.png,2,3
data/train/train\2\56273.png,2,1
data/train/train\2\56274.png,2,0
data/train/train\2\56275.png,2,1
data/train/train\2\56276.png,2,0
data/train/train\2\56277.png,2,1
data/train/train\2\56278.png,2,2
data/train/train\2\56279.png,2,2
data/train/train\2\56280.png,2,1
data/train/train\2\56281.png,2,2
data/train/train\2\66863.png,2,4
data/train/train\2\66866.png,2,2
data/train/train\2\66867.png,2,4
data/train/train\2\66868.png,2,0
data/train/train\2\66869.png,2,3
data/train/train\2\66870.png,2,0
data/train/train\2\66871.png,2,3
data/train/train\2\66873.png,2,3
data/train/train\2\66874.png,2,0
data/train/train\2\66875.png,2,2
data/train/train\2\66876.png,2,0
data/train/train\2\66877.png,2,3
data/train/train\2\66879.png,2,4
data/train/train\2\66880.png,2,2
data/train/train\2\66881.png,2,2
data/train/train\2\66882.png,2,4
data/train/train\2\66883.png,2,2
data/train/train\2\66884.png,2,3
data/train/train\2\66885.png,2,3
data/train/train\2\66886.png,2,2
data/train/train\2\66889.png,2,1
data/train/train\2\66890.png,2,1
data/train/train\2\66891.png,2,3
data/train/train\2\66892.png,2,0
data/train/train\2\66893.png,2,1
data/train/train\2\66894.png,2,1
data/train/train\2\66895.png,2,0
data/train/train\2\66896.png,2,1
data/train/train\2\66897.png,2,1
data/train/train\2\66898.png,2,4
data/train/train\2\66901.png,2,0
data/train/train\2\66902.png,2,4
data/train/train\2\66903.png,2,1
data/train/train\2\66904.png,2,4
data/train/train\2\66906.png,2,3
data/train/train\2\66909.png,2,4
data/train/train\2\66910.png,2,2
data/train/train\2\66911.png,2,2
data/train/train\2\66912.png,2,3
data/train/train\2\66913.png,2,4
data/train/train\2\66914.png,2,2
data/train/train\2\66915.png,2,0
data/train/train\2\66916.png,2,4
data/train/train\2\66917.png,2,4
data/train/train\2\66918.png,2,0
data/train/train\2\66919.png,2,1
data/train/train\2\66920.png,2,4
data/train/train\2\66921.png,2,4
data/train/train\2\66922.png,2,0
data/train/train\2\66923.png,2,0
data/train/train\2\66924.png,2,2
data/train/train\2\66925.png,2,0
data/train/train\2\66926.png,2,1
data/train/train\2\66927.png,2,3
data/train/train\2\66928.png,2,2
data/train/train\2\66931.png,2,1
data/train/train\2\66932.png,2,1
data/train/train\2\66933.png,2,0
data/train/train\2\66935.png,2,4
data/train/train\2\66936.png,2,3
data/train/train\2\66937.png,2,3
data/train/train\2\66938.png,2,2
data/train/train\2\66939.png,2,4
data/train/train\2\66940.png,2,2
data/train/train\2\66941.png,2,0
data/train/train\2\66942.png,2,1
data/train/train\2\66943.png,2,0
data/train/train\2\66945.png,2,2
data/train/train\2\66946.png,2,4
data/train/train\2\66947.png,2,3
data/train/train\2\66948.png,2,0
data/train/train\2\66949.png,2,2
data/train/train\2\66951.png,2,2
data/train/train\2\66954.png,2,0
data/train/train\2\66955.png,2,3
data/train/train\2\66956.png,2,4
data/train/train\2\66957.png,2,1
data/train/train\2\66958.png,2,3
data/train/train\2\66959.png,2,2
data/train/train\2\66960.png,2,3
data/train/train\2\66961.png,2,3
data/train/train\2\66962.png,2,4
data/train/train\2\66963.png,2,1
data/train/train\2\66965.png,2,1
data/train/train\2\66966.png,2,0
data/train/train\2\66967.png,2,3
data/train/train\2\66968.png,2,0
data/train/train\2\66969.png,2,0
data/train/train\2\66970.png,2,3
data/train/train\2\66971.png,2,3
data/train/train\2\66972.png,2,4
data/train/train\2\66973.png,2,3
data/train/train\2\66974.png,2,1
data/train/train\2\66975.png,2,4
data/train/train\2\66976.png,2,3
data/train/train\2\66977.png,2,2
data/train/train\2\66978.png,2,0
data/train/train\2\66979.png,2,3
data/train/train\2\66980.png,2,0
data/train/train\2\66981.png,2,2
data/train/train\2\66983.png,2,4
data/train/train\2\66984.png,2,1
data/train/train\2\66985.png,2,1
data/train/train\2\66986.png,2,1
data/train/train\2\66987.png,2,4
data/train/train\2\66988.png,2,3
data/train/train\2\66990.png,2,2
data/train/train\2\66994.png,2,0
data/train/train\2\66995.png,2,1
data/train/train\2\66997.png,2,2
data/train/train\2\66998.png,2,0
data/train/train\2\66999.png,2,1
data/train/train\2\67000.png,2,1
data/train/train\2\67001.png,2,0
data/train/train\2\67002.png,2,4
data/train/train\2\67003.png,2,3
data/train/train\2\67004.png,2,2
data/train/train\2\67006.png,2,3
data/train/train\2\67007.png,2,0
data/train/train\2\67008.png,2,1
data/train/train\2\67009.png,2,0
data/train/train\2\67010.png,2,4
data/train/train\2\67013.png,2,1
data/train/train\2\67014.png,2,3
data/train/train\2\67015.png,2,1
data/train/train\2\67016.png,2,2
data/train/train\2\67017.png,2,2
data/train/train\2\67019.png,2,3
data/train/train\2\67020.png,2,1
data/train/train\2\67021.png,2,1
data/train/train\2\67022.png,2,4
data/train/train\2\67023.png,2,1
data/train/train\2\67024.png,2,3
data/train/train\2\67026.png,2,0
data/train/train\2\67027.png,2,1
data/train/train\2\67028.png,2,3
data/train/train\2\67029.png,2,3
data/train/train\2\67030.png,2,0
data/train/train\2\67031.png,2,0
data/train/train\2\67032.png,2,4
data/train/train\2\67033.png,2,3
data/train/train\2\6907.png,2,1
data/train/train\2\6908.png,2,2
data/train/train\2\6909.png,2,1
data/train/train\2\69094.png,2,1
data/train/train\2\69095.png,2,1
data/train/train\2\69096.png,2,4
data/train/train\2\69097.png,2,1
data/train/train\2\69099.png,2,3
data/train/train\2\69100.png,2,4
data/train/train\2\69101.png,2,3
data/train/train\2\69102.png,2,3
data/train/train\2\6911.png,2,4
data/train/train\2\6912.png,2,4
data/train/train\2\6913.png,2,3
data/train/train\2\6916.png,2,1
data/train/train\2\6917.png,2,0
data/train/train\2\6918.png,2,1
data/train/train\2\6919.png,2,0
data/train/train\2\6920.png,2,1
data/train/train\2\6921.png,2,1
data/train/train\2\6922.png,2,4
data/train/train\2\6923.png,2,3
data/train/train\2\6924.png,2,3
data/train/train\2\6925.png,2,2
data/train/train\2\6926.png,2,2
data/train/train\2\6927.png,2,0
data/train/train\2\6929.png,2,4
data/train/train\2\6930.png,2,0
data/train/train\2\6931.png,2,4
data/train/train\2\6932.png,2,1
data/train/train\2\6933.png,2,0
data/train/train\2\6934.png,2,1
data/train/train\2\6935.png,2,4
data/train/train\2\6936.png,2,2
data/train/train\2\6937.png,2,1
data/train/train\2\6939.png,2,1
data/train/train\2\6940.png,2,1
data/train/train\2\6941.png,2,4
data/train/train\2\6942.png,2,0
data/train/train\2\6944.png,2,2
data/train/train\2\6945.png,2,1
data/train/train\2\6946.png,2,0
data/train/train\2\6947.png,2,0
data/train/train\2\6949.png,2,1
data/train/train\2\6950.png,2,3
data/train/train\2\6951.png,2,2
data/train/train\2\6952.png,2,4
data/train/train\2\6953.png,2,2
data/train/train\2\6954.png,2,0
data/train/train\2\6955.png,2,1
data/train/train\2\6956.png,2,2
data/train/train\2\6957.png,2,3
data/train/train\2\6959.png,2,0
data/train/train\2\6960.png,2,0
data/train/train\2\6961.png,2,2
data/train/train\2\6962.png,2,4
data/train/train\2\71221.png,2,2
data/train/train\2\71222.png,2,1
data/train/train\2\71223.png,2,0
data/train/train\2\71225.png,2,1
data/train/train\2\71226.png,2,2
data/train/train\2\71227.png,2,3
data/train/train\2\71228.png,2,0
data/train/train\2\71229.png,2,1
data/train/train\2\71230.png,2,4
data/train/train\2\71231.png,2,1
data/train/train\2\71232.png,2,1
data/train/train\2\71234.png,2,3
data/train/train\2\71235.png,2,1
data/train/train\2\71238.png,2,2
data/train/train\2\71240.png,2,4
data/train/train\2\76669.png,2,4
data/train/train\2\76670.png,2,4
data/train/train\2\76671.png,2,3
data/train/train\2\76672.png,2,1
data/train/train\2\76673.png,2,0
data/train/train\2\76674.png,2,0
data/train/train\2\76675.png,2,0
data/train/train\2\76676.png,2,4
data/train/train\2\76677.png,2,4
data/train/train\2\76678.png,2,4
data/train/train\2\76679.png,2,3
data/train/train\2\76680.png,2,1
data/train/train\2\76681.png,2,4
data/train/train\2\76682.png,2,2
data/train/train\2\76683.png,2,1
data/train/train\2\76684.png,2,4
data/train/train\2\76685.png,2,3
data/train/train\2\76686.png,2,4
data/train/train\2\76687.png,2,0
data/train/train\2\76688.png,2,3
data/train/train\2\76708.png,2,3
data/train/train\2\76729.png,2,0
data/train/train\2\76730.png,2,3
data/train/train\2\76731.png,2,4
data/train/train\2\76732.png,2,4
data/train/train\2\76733.png,2,3
data/train/train\2\76734.png,2,1
data/train/train\2\76735.png,2,4
data/train/train\2\76736.png,2,2
data/train/train\2\76737.png,2,3
data/train/train\2\76738.png,2,0
data/train/train\2\76739.png,2,1
data/train/train\2\76741.png,2,2
data/train/train\2\76742.png,2,4
data/train/train\2\76743.png,2,3
data/train/train\2\76745.png,2,1
data/train/train\2\76746.png,2,2
data/train/train\2\76747.png,2,0
data/train/train\2\76748.png,2,4
data/train/train\2\76749.png,2,2
data/train/train\2\76750.png,2,4
data/train/train\2\76751.png,2,3
data/train/train\2\76753.png,2,0
data/train/train\2\76756.png,2,4
data/train/train\2\76757.png,2,4
data/train/train\2\76759.png,2,3
data/train/train\2\76762.png,2,1
data/train/train\2\76763.png,2,2
data/train/train\2\76764.png,2,4
data/train/train\2\76766.png,2,4
data/train/train\2\76767.png,2,4
data/train/train\2\76768.png,2,2
data/train/train\2\76769.png,2,3
data/train/train\2\76770.png,2,2
data/train/train\2\76771.png,2,1
data/train/train\2\76772.png,2,2
data/train/train\2\76773.png,2,1
data/train/train\2\76774.png,2,1
data/train/train\2\76775.png,2,4
data/train/train\2\76777.png,2,3
data/train/train\2\76778.png,2,4
data/train/train\2\76780.png,2,0
data/train/train\2\76781.png,2,0
data/train/train\2\76782.png,2,0
data/train/train\2\76783.png,2,4
data/train/train\2\76784.png,2,2
data/train/train\2\76788.png,2,4
data/train/train\2\76789.png,2,2
data/train/train\2\76790.png,2,0
data/train/train\2\76791.png,2,1
data/train/train\2\76792.png,2,1
data/train/train\2\76793.png,2,4
data/train/train\2\76794.png,2,2
data/train/train\2\76795.png,2,1
data/train/train\2\76796.png,2,0
data/train/train\2\76797.png,2,0
data/train/train\2\76798.png,2,3
data/train/train\2\76799.png,2,4
data/train/train\2\76800.png,2,2
data/train/train\2\76801.png,2,4
data/train/train\2\76803.png,2,1
data/train/train\2\76804.png,2,1
data/train/train\2\76805.png,2,0
data/train/train\2\76806.png,2,1
data/train/train\2\76807.png,2,1
data/train/train\2\76808.png,2,1
data/train/train\2\76809.png,2,3
data/train/train\2\76810.png,2,2
data/train/train\2\76811.png,2,2
data/train/train\2\76812.png,2,0
data/train/train\2\76813.png,2,1
data/train/train\2\76816.png,2,2
data/train/train\2\76817.png,2,3
data/train/train\2\76819.png,2,4
data/train/train\2\76820.png,2,0
data/train/train\2\76821.png,2,0
data/train/train\2\76822.png,2,3
data/train/train\2\76824.png,2,3
data/train/train\2\76825.png,2,4
data/train/train\2\76826.png,2,3
data/train/train\2\76827.png,2,2
data/train/train\2\76828.png,2,4
data/train/train\2\76829.png,2,2
data/train/train\2\76830.png,2,4
data/train/train\2\76831.png,2,1
data/train/train\2\76832.png,2,2
data/train/train\2\76833.png,2,4
data/train/train\2\76834.png,2,3
data/train/train\2\76836.png,2,4
data/train/train\2\76837.png,2,2
data/train/train\2\76838.png,2,4
data/train/train\2\76839.png,2,3
data/train/train\2\76840.png,2,3
data/train/train\2\76841.png,2,0
data/train/train\2\76842.png,2,4
data/train/train\2\76843.png,2,3
data/train/train\2\76844.png,2,3
data/train/train\2\76845.png,2,2
data/train/train\2\76846.png,2,1
data/train/train\2\76847.png,2,0
data/train/train\2\76848.png,2,2
data/train/train\2\76849.png,2,1
data/train/train\2\76850.png,2,3
data/train/train\2\76851.png,2,3
data/train/train\2\76852.png,2,0
data/train/train\2\76853.png,2,1
data/train/train\2\76854.png,2,4
data/train/train\2\76855.png,2,4
data/train/train\2\76857.png,2,3
data/train/train\2\76858.png,2,3
data/train/train\2\76859.png,2,4
data/train/train\2\76860.png,2,1
data/train/train\2\76861.png,2,3
data/train/train\2\76862.png,2,0
data/train/train\2\76863.png,2,4
data/train/train\2\76864.png,2,0
data/train/train\2\76865.png,2,2
data/train/train\2\76867.png,2,3
data/train/train\2\76868.png,2,3
data/train/train\2\76869.png,2,3
data/train/train\2\76871.png,2,4
data/train/train\2\76872.png,2,2
data/train/train\2\76873.png,2,1
data/train/train\2\76874.png,2,3
data/train/train\2\76875.png,2,2
data/train/train\2\76878.png,2,0
data/train/train\2\76880.png,2,3
